,user_id,team,feedback,prompt_type,prompt_description,device,has_location,tasks_performed_day,team_prompts,goalsetting,dist,floor_div,diff_in_time,month_diff,user_id_0,user_id_1,user_id_2,user_id_3,user_id_4,user_id_5,user_id_6,user_id_7,prompt_description_0,prompt_description_1,prompt_description_2,prompt_type_0,device_0,device_1,device_2
5385,30,13,1,task,turn off heating,heating,1,0,-1,0.0,5.15,3,18722,2,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.0,4.0,3.0,-2.0,-3.0,1.0,-1.0
5386,11,10,0,task,turn on airco,airco,1,0,550,0.3652968036529675,26.49,4,18699,3,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-4.0,5.0,2.0,-2.0,-1.0,2.0,0.0
5387,94,11,0,question,check computer,computer,1,1,-1,0.0,34.01,3,18691,3,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,6.0,-4.0,-2.0,-2.0,5.0,-1.0
5388,95,6,0,question,check window,window,1,2,937,0.6223329182233385,27.88,3,18823,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,1.0,-3.0,-2.0,-2.0,0.0,0.0
5389,84,13,1,question,check heating,heating,1,0,-1,0.0,67.43,1,18631,5,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,2.0,-4.0,-2.0,-3.0,1.0,-1.0
5390,34,5,1,question,check lightning,lightning,1,0,-1,0.0,19.96,0,18940,5,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.0,1.0,-5.0,-2.0,-5.0,0.0,-2.0
5391,40,14,0,question,check computer,computer,1,1,386,0.25637193856371904,30.79,5,18827,1,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,6.0,-4.0,-2.0,-2.0,5.0,-1.0
5392,98,4,1,task,turn on window,window,1,1,946,0.6283105022831148,12.1,1,18816,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,3.0,2.0,-2.0,-2.0,0.0,0.0
5393,84,13,1,task,turn off window,window,1,0,-1,0.0,49.49,0,18754,1,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,3.0,4.0,-2.0,-2.0,0.0,0.0
5394,91,2,1,question,check lightning,lightning,1,0,1442,0.9577418015774548,63.65,1,18927,4,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-5.0,1.0,-5.0,-2.0,-5.0,0.0,-2.0
5395,51,0,0,task,turn on airco,airco,1,1,1987,1.0,43.02,6,18991,6,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-4.0,5.0,2.0,-2.0,-1.0,2.0,0.0
5396,40,14,0,task,turn on heating,heating,1,2,303,0.20124533001245304,30.79,2,18784,0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,4.0,1.0,-2.0,-3.0,1.0,-1.0
5397,89,6,1,question,check heating,heating,1,1,496,0.32943129929431253,27.89,0,18733,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,2.0,-4.0,-2.0,-3.0,1.0,-1.0
5398,8,12,1,task,turn off computer,computer,1,0,914,0.6070568700705767,77.87,3,18775,1,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,8.0,3.0,-2.0,-2.0,5.0,-1.0
5399,24,8,0,task,turn off heating,heating,1,1,276,0.18331257783312555,32.17,3,18672,4,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,4.0,3.0,-2.0,-3.0,1.0,-1.0
5400,83,3,0,task,turn off computer,computer,1,0,-1,0.0,27.91,2,18778,1,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,8.0,3.0,-2.0,-2.0,5.0,-1.0
5401,78,13,0,question,check airco,airco,1,0,-1,0.0,82.73,3,18866,2,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,2.0,0.0
5402,1,10,1,task,turn off computer,computer,1,0,1950,1.0,28.12,4,18869,2,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-4.0,8.0,3.0,-2.0,-2.0,5.0,-1.0
5403,30,13,1,question,check lightning,lightning,1,0,-1,0.0,60.61,1,18706,3,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.0,1.0,-5.0,-2.0,-5.0,0.0,-2.0
5404,8,12,1,question,check airco,airco,1,2,853,0.566542133665426,56.34,6,18764,1,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,2.0,0.0
5405,50,8,0,task,turn on heating,heating,1,0,1206,0.8009962640099866,46.51,3,18811,1,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-6.0,4.0,1.0,-2.0,-3.0,1.0,-1.0
5406,57,10,0,question,check computer,computer,1,0,2397,1.0,23.59,5,18924,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,6.0,-4.0,-2.0,-2.0,5.0,-1.0
5407,65,1,1,question,check weather,no_device,0,0,-1,0.0,16.76,0,18918,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,4.0,-2.0
5408,39,7,0,task,turn off window,window,1,0,-1,0.0,28.16,3,18736,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,3.0,4.0,-2.0,-2.0,0.0,0.0
5409,45,8,1,question,check window,window,1,0,107,0.07106683271066826,64.64,1,18646,5,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,1.0,-3.0,-2.0,-2.0,0.0,0.0
5410,25,10,0,question,check window,window,1,0,1587,1.0,62.36,2,18825,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.0,1.0,-3.0,-2.0,-2.0,0.0,0.0
5411,62,12,0,question,check heating,heating,1,0,773,0.5134080531340809,28.16,2,18751,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,2.0,-4.0,-2.0,-3.0,1.0,-1.0
5412,44,2,1,question,check weather,no_device,0,0,1324,0.8793690327937207,8.4,0,18904,4,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,4.0,-2.0
5413,3,4,0,task,turn off airco,airco,1,0,1155,0.767123287671254,30.73,5,18853,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,5.0,4.0,-2.0,-1.0,2.0,0.0
5414,58,7,1,question,check airco,airco,1,2,-1,0.0,18.51,1,18982,6,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,2.0,0.0
5415,78,13,0,question,check heating,heating,1,0,-1,0.0,43.04,6,18896,3,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,2.0,-4.0,-2.0,-3.0,1.0,-1.0
5416,29,9,0,task,turn off lightning,lightning,1,0,-1,0.0,66.68,3,18673,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-7.0,3.0,2.0,-2.0,-5.0,0.0,-2.0
5417,81,12,0,question,check lightning,lightning,1,0,1806,1.0,42.33,1,18910,4,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-5.0,1.0,-5.0,-2.0,-5.0,0.0,-2.0
5418,66,8,0,question,check heating,heating,1,0,2078,1.0,47.63,1,18945,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,2.0,-4.0,-2.0,-3.0,1.0,-1.0
5419,13,8,0,task,turn on heating,heating,1,1,2328,1.0,18.28,2,18983,6,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-6.0,4.0,1.0,-2.0,-3.0,1.0,-1.0
5420,31,1,1,question,check heating,heating,1,0,-1,0.0,23.08,2,18811,1,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-3.0,2.0,-4.0,-2.0,-3.0,1.0,-1.0
5421,77,2,1,question,check heating,heating,1,0,974,0.6469074304690856,49.9,0,18830,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,2.0,-4.0,-2.0,-3.0,1.0,-1.0
5422,53,2,0,task,turn on airco,airco,1,0,1441,0.957077625570813,30.79,6,18927,4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-4.0,5.0,2.0,-2.0,-1.0,2.0,0.0
5423,20,14,1,question,check heating,heating,1,1,189,0.1255292652552925,5.81,5,18729,2,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,2.0,-4.0,-2.0,-3.0,1.0,-1.0
5424,92,3,0,task,turn off lightning,lightning,1,1,-1,0.0,12.07,1,18688,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-7.0,3.0,2.0,-2.0,-5.0,0.0,-2.0
5425,84,13,1,task,turn off window,window,1,0,-1,0.0,23.09,1,18664,4,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,3.0,4.0,-2.0,-2.0,0.0,0.0
5426,16,12,1,task,turn on lightning,lightning,1,1,236,0.15674553756745518,23.12,4,18665,4,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-8.0,3.0,0.0,-2.0,-5.0,0.0,-2.0
5427,38,6,1,task,turn on window,window,1,0,722,0.47953507679535007,85.17,1,18777,1,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.0,3.0,2.0,-2.0,-2.0,0.0,0.0
5428,18,3,1,question,check computer,computer,1,0,-1,0.0,45.04,4,18738,2,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-2.0,6.0,-4.0,-2.0,-2.0,5.0,-1.0
5429,27,0,0,task,turn off computer,computer,1,1,635,0.42175176421751703,29.21,0,18743,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,8.0,3.0,-2.0,-2.0,5.0,-1.0
5430,21,4,0,task,turn on lightning,lightning,1,0,113,0.07505188875051881,17.67,2,18648,5,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,-8.0,3.0,0.0,-2.0,-5.0,0.0,-2.0
5431,12,13,0,task,turn off computer,computer,1,0,-1,0.0,30.43,0,18912,4,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,-4.0,8.0,3.0,-2.0,-2.0,5.0,-1.0
5432,75,3,1,task,turn off computer,computer,1,0,-1,0.0,45.52,0,18871,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,8.0,3.0,-2.0,-2.0,5.0,-1.0
5433,55,6,1,question,check computer,computer,1,1,386,0.25637193856371904,29.01,1,18706,3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-2.0,6.0,-4.0,-2.0,-2.0,5.0,-1.0
5434,49,10,1,question,check computer,computer,1,0,1667,1.0,43.71,0,18836,1,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,6.0,-4.0,-2.0,-2.0,5.0,-1.0
5435,20,14,1,task,turn off computer,computer,1,0,216,0.14346201743462,65.86,0,18743,2,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,8.0,3.0,-2.0,-2.0,5.0,-1.0
5436,56,12,0,task,turn off lightning,lightning,1,0,1186,0.7877127438771503,31.06,1,18814,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-7.0,3.0,2.0,-2.0,-5.0,0.0,-2.0
5437,5,5,1,task,turn on lightning,lightning,1,0,-1,0.0,23.87,2,18782,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-8.0,3.0,0.0,-2.0,-5.0,0.0,-2.0
5438,38,6,1,question,check window,window,1,3,588,0.39053549190535436,85.17,4,18750,1,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,1.0,-3.0,-2.0,-2.0,0.0,0.0
5439,74,15,0,task,turn off airco,airco,1,1,-1,0.0,16.8,6,18707,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,5.0,4.0,-2.0,-1.0,2.0,0.0
5440,13,8,0,task,turn off computer,computer,1,0,1059,0.7033623910336398,36.69,2,18789,0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-4.0,8.0,3.0,-2.0,-2.0,5.0,-1.0
5441,73,13,0,question,check lightning,lightning,1,0,-1,0.0,62.59,1,18797,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.0,1.0,-5.0,-2.0,-5.0,0.0,-2.0
5442,51,0,0,task,turn on window,window,1,1,1207,0.8016604400166284,26.22,5,18843,2,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-5.0,3.0,2.0,-2.0,-2.0,0.0,0.0
5443,41,12,0,task,turn off window,window,1,2,85,0.05645496056454955,69.95,6,18641,5,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-4.0,3.0,4.0,-2.0,-2.0,0.0,0.0
5444,17,10,1,task,turn off heating,heating,1,0,1579,1.0,32.67,4,18824,1,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-5.0,4.0,3.0,-2.0,-3.0,1.0,-1.0
5445,70,5,0,task,turn off lightning,lightning,1,0,-1,0.0,48.37,1,18693,3,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,3.0,2.0,-2.0,-5.0,0.0,-2.0
5446,56,12,0,task,turn on heating,heating,1,0,2051,1.0,52.09,1,18952,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-6.0,4.0,1.0,-2.0,-3.0,1.0,-1.0
5447,82,7,0,question,check computer,computer,1,0,-1,0.0,35.15,2,18779,0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,6.0,-4.0,-2.0,-2.0,5.0,-1.0
5448,36,9,0,question,check airco,airco,1,0,-1,0.0,68.01,2,18837,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,2.0,0.0
5449,7,12,1,question,check lightning,lightning,1,0,2263,1.0,58.47,1,18988,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,1.0,-5.0,-2.0,-5.0,0.0,-2.0
5450,58,7,1,task,turn off computer,computer,1,0,-1,0.0,7.91,2,18880,3,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,8.0,3.0,-2.0,-2.0,5.0,-1.0
5451,79,8,0,question,check airco,airco,1,0,1884,1.0,11.71,1,18914,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,2.0,0.0
5452,13,8,0,question,check lightning,lightning,1,0,1535,1.0,28.21,3,18862,2,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-5.0,1.0,-5.0,-2.0,-5.0,0.0,-2.0
5453,62,12,0,question,check lightning,lightning,1,0,624,0.4144458281444577,28.16,0,18728,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,1.0,-5.0,-2.0,-5.0,0.0,-2.0
5454,12,13,0,task,turn off window,window,1,0,-1,0.0,64.69,6,18721,2,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,-4.0,3.0,4.0,-2.0,-2.0,0.0,0.0
5455,86,1,0,task,turn off computer,computer,1,1,-1,0.0,25.87,4,18679,4,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,8.0,3.0,-2.0,-2.0,5.0,-1.0
5456,53,2,0,question,check heating,heating,1,0,1587,1.0,39.17,3,18956,5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-3.0,2.0,-4.0,-2.0,-3.0,1.0,-1.0
5457,46,3,0,question,check window,window,1,0,-1,0.0,45.4,0,18901,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,-3.0,-2.0,-2.0,0.0,0.0
5458,72,8,0,question,check lightning,lightning,1,0,800,0.5313408053134099,22.36,3,18750,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,1.0,-5.0,-2.0,-5.0,0.0,-2.0
5459,44,2,1,task,turn off computer,computer,1,0,1719,1.0,22.48,1,18986,6,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,8.0,3.0,-2.0,-2.0,5.0,-1.0
5460,43,7,1,task,turn on airco,airco,1,1,-1,0.0,22.96,1,18769,1,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,5.0,2.0,-2.0,-1.0,2.0,0.0
5461,71,0,0,question,check heating,heating,1,1,519,0.344707347447073,28.24,3,18721,2,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-3.0,2.0,-4.0,-2.0,-3.0,1.0,-1.0
5462,39,7,0,question,check weather,no_device,0,0,-1,0.0,10.39,0,18655,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,4.0,-2.0
5463,86,1,0,question,check heating,heating,1,0,-1,0.0,25.87,4,18780,0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,2.0,-4.0,-2.0,-3.0,1.0,-1.0
5464,81,12,0,task,turn off airco,airco,1,0,19,0.012619344126193446,31.56,0,18632,5,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-3.0,5.0,4.0,-2.0,-1.0,2.0,0.0
5465,99,11,0,task,turn on heating,heating,1,0,-1,0.0,59.47,2,18886,3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,4.0,1.0,-2.0,-3.0,1.0,-1.0
5466,87,11,1,task,turn on airco,airco,1,0,-1,0.0,58.02,2,18846,2,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,5.0,2.0,-2.0,-1.0,2.0,0.0
5467,72,8,0,task,turn off computer,computer,1,1,275,0.18264840182648379,25.62,0,18672,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,8.0,3.0,-2.0,-2.0,5.0,-1.0
5468,3,4,0,question,check weather,no_device,0,0,1799,1.0,9.19,0,18974,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,4.0,-2.0
5469,14,0,1,question,check window,window,1,0,967,0.6422581984225929,40.7,6,18799,0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-2.0,1.0,-3.0,-2.0,-2.0,0.0,0.0
5470,38,6,1,task,turn off lightning,lightning,1,0,110,0.07305936073059353,24.62,2,18651,5,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-7.0,3.0,2.0,-2.0,-5.0,0.0,-2.0
5471,29,9,0,question,check lightning,lightning,1,0,-1,0.0,67.24,3,18768,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,1.0,-5.0,-2.0,-5.0,0.0,-2.0
5472,5,5,1,task,turn on window,window,1,0,-1,0.0,63.86,2,18794,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.0,3.0,2.0,-2.0,-2.0,0.0,0.0
5473,29,9,0,question,check computer,computer,1,0,-1,0.0,28.75,2,18726,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,6.0,-4.0,-2.0,-2.0,5.0,-1.0
5474,17,10,1,question,check window,window,1,2,2376,1.0,17.36,1,18922,4,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-2.0,1.0,-3.0,-2.0,-2.0,0.0,0.0
5475,43,7,1,task,turn off window,window,1,0,-1,0.0,60.96,2,18802,0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,3.0,4.0,-2.0,-2.0,0.0,0.0
5476,31,1,1,question,check heating,heating,1,0,-1,0.0,54.53,0,18980,6,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-3.0,2.0,-4.0,-2.0,-3.0,1.0,-1.0
5477,37,6,1,task,turn off computer,computer,1,1,1145,0.7604815276048359,29.21,1,18865,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,8.0,3.0,-2.0,-2.0,5.0,-1.0
5478,20,14,1,question,check window,window,1,0,614,0.4078040680780401,85.42,5,18933,5,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,1.0,-3.0,-2.0,-2.0,0.0,0.0
5479,42,6,1,question,check weather,no_device,0,0,359,0.23843918638439154,8.74,0,18703,3,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,3.0,-3.0,-2.0,-1.0,4.0,-2.0
5480,44,2,1,task,turn on airco,airco,1,0,556,0.36928185969281807,8.4,0,18740,2,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,5.0,2.0,-2.0,-1.0,2.0,0.0
5481,64,3,0,task,turn off computer,computer,1,0,-1,0.0,75.09,6,18730,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,8.0,3.0,-2.0,-2.0,5.0,-1.0
5482,2,6,0,task,turn off computer,computer,1,0,1018,0.6761311747613254,87.75,3,18839,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,8.0,3.0,-2.0,-2.0,5.0,-1.0
5483,53,2,0,question,check window,window,1,0,1560,1.0,30.79,5,18950,5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-2.0,1.0,-3.0,-2.0,-2.0,0.0,0.0
5484,49,10,1,question,check airco,airco,1,0,1874,1.0,22.82,3,18860,2,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,2.0,0.0
5485,93,9,0,task,turn off airco,airco,1,0,-1,0.0,58.11,3,18731,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,5.0,4.0,-2.0,-1.0,2.0,0.0
5486,6,2,1,question,check lightning,lightning,1,2,1413,0.9384806973848422,36.98,1,18921,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,1.0,-5.0,-2.0,-5.0,0.0,-2.0
5487,6,2,1,question,check airco,airco,1,0,655,0.4350352843503522,36.98,1,18763,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,2.0,0.0
5488,23,9,0,question,check weather,no_device,0,1,-1,0.0,20.46,0,18703,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,3.0,-3.0,-2.0,-1.0,4.0,-2.0
5489,0,11,1,task,turn on window,window,1,0,-1,0.0,61.69,1,18684,4,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,3.0,2.0,-2.0,-2.0,0.0,0.0
5490,48,0,1,task,turn off lightning,lightning,1,0,160,0.10626816106268148,26.39,0,18653,5,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,3.0,2.0,-2.0,-5.0,0.0,-2.0
5491,81,12,0,question,check weather,no_device,0,0,1011,0.6714819427148327,14.05,0,18789,0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,4.0,-2.0
5492,14,0,1,task,turn on window,window,1,0,1544,1.0,11.73,6,18904,4,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-5.0,3.0,2.0,-2.0,-2.0,0.0,0.0
5493,4,4,0,task,turn off window,window,1,1,1811,1.0,43.86,2,18975,6,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,3.0,4.0,-2.0,-2.0,0.0,0.0
5494,2,6,0,question,check window,window,1,0,930,0.6176836861768458,51.37,4,18823,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,1.0,-3.0,-2.0,-2.0,0.0,0.0
5495,22,14,1,task,turn off window,window,1,1,220,0.14611872146118704,67.44,1,18744,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-4.0,3.0,4.0,-2.0,-2.0,0.0,0.0
5496,65,1,1,question,check weather,no_device,0,1,-1,0.0,16.76,0,18638,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,4.0,-2.0
5497,86,1,0,task,turn on window,window,1,0,-1,0.0,27.48,4,18988,6,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,3.0,2.0,-2.0,-2.0,0.0,0.0
5498,56,12,0,task,turn off lightning,lightning,1,1,2295,1.0,52.09,4,18992,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-7.0,3.0,2.0,-2.0,-5.0,0.0,-2.0
5499,88,10,0,task,turn off lightning,lightning,1,1,1234,0.8195931921959574,25.35,1,18783,0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,3.0,2.0,-2.0,-5.0,0.0,-2.0
5500,29,9,0,question,check airco,airco,1,0,-1,0.0,28.75,3,18817,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,3.0,-3.0,-2.0,-1.0,2.0,0.0
5501,45,8,1,question,check airco,airco,1,0,1295,0.8601079286011081,44.68,0,18824,1,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,2.0,0.0
5502,89,6,1,task,turn on window,window,1,2,1762,1.0,10.47,0,18981,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,3.0,2.0,-2.0,-2.0,0.0,0.0
5503,26,1,0,task,turn on lightning,lightning,1,0,-1,0.0,23.66,3,18952,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.0,3.0,0.0,-2.0,-5.0,0.0,-2.0
5504,6,2,1,question,check airco,airco,1,0,629,0.4177667081776665,73.36,1,18757,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,2.0,0.0
5505,31,1,1,question,check weather,no_device,0,0,-1,0.0,7.12,0,18678,4,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,4.0,-2.0
5506,6,2,1,question,check weather,no_device,0,0,280,0.18596928185969258,9.53,0,18681,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,-3.0,-2.0,-1.0,4.0,-2.0
5507,17,10,1,task,turn off heating,heating,1,0,2538,1.0,49.14,5,18941,5,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-5.0,4.0,3.0,-2.0,-3.0,1.0,-1.0
5508,59,4,1,task,turn off computer,computer,1,2,1504,0.9989207139892473,47.65,3,18917,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,8.0,3.0,-2.0,-2.0,5.0,-1.0
5509,57,10,0,question,check window,window,1,0,2146,1.0,23.59,1,18892,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,1.0,-3.0,-2.0,-2.0,0.0,0.0
5510,37,6,1,task,turn off computer,computer,1,0,1617,1.0,54.47,4,18951,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,8.0,3.0,-2.0,-2.0,5.0,-1.0
5511,57,10,0,task,turn off lightning,lightning,1,2,2242,1.0,61.43,5,18905,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-7.0,3.0,2.0,-2.0,-5.0,0.0,-2.0
5512,72,8,0,task,turn off window,window,1,0,171,0.11357409713574083,35.37,4,18658,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,3.0,4.0,-2.0,-2.0,0.0,0.0
